x,y,DEM
-1000354.7984626968,2506812.7705312967,1333.94
-995354.7984626968,2506812.7705312967,1333.94
-990354.7984626968,2506812.7705312967,1281.56
-985354.7984626968,2506812.7705312967,1281.56
-980354.7984626968,2506812.7705312967,1272.26
-975354.7984626968,2506812.7705312967,1272.26
-970354.7984626968,2506812.7705312967,1211.37
-965354.7984626968,2506812.7705312967,1211.37
-960354.7984626968,2506812.7705312967,1511.12
-955354.7984626968,2506812.7705312967,1511.12
-950354.7984626968,2506812.7705312967,1733.72
-945354.7984626968,2506812.7705312967,1733.72
-940354.7984626968,2506812.7705312967,2473.92
-1185354.7984626968,2501812.7705312967,2119.52
-1180354.7984626968,2501812.7705312967,2288.37
-1175354.7984626968,2501812.7705312967,2288.37
-1170354.7984626968,2501812.7705312967,2363.52
-1165354.7984626968,2501812.7705312967,2363.52
-1160354.7984626968,2501812.7705312967,2444.47
-1155354.7984626968,2501812.7705312967,2444.47
-1150354.7984626968,2501812.7705312967,2508.84
-1145354.7984626968,2501812.7705312967,2508.84
-1140354.7984626968,2501812.7705312967,2500.71
-1135354.7984626968,2501812.7705312967,2500.71
-1130354.7984626968,2501812.7705312967,2554.7
-1125354.7984626968,2501812.7705312967,2554.7
-1120354.7984626968,2501812.7705312967,2484.85
-1115354.7984626968,2501812.7705312967,2484.85
-1110354.7984626968,2501812.7705312967,2545.02
-1105354.7984626968,2501812.7705312967,2545.02
-1100354.7984626968,2501812.7705312967,2754.47
-1095354.7984626968,2501812.7705312967,2754.47
-1090354.7984626968,2501812.7705312967,2654.49
-1085354.7984626968,2501812.7705312967,2654.49
-1080354.7984626968,2501812.7705312967,2402.33
-1075354.7984626968,2501812.7705312967,2402.33
-1070354.7984626968,2501812.7705312967,2462.5
-1065354.7984626968,2501812.7705312967,2462.5
-1060354.7984626968,2501812.7705312967,2452.54
-1055354.7984626968,2501812.7705312967,2452.54
-1050354.7984626968,2501812.7705312967,1781.82
-1045354.7984626968,2501812.7705312967,1781.82
-1040354.7984626968,2501812.7705312967,1374.23
-1035354.7984626968,2501812.7705312967,1374.23
-1030354.7984626968,2501812.7705312967,1321.04
-1025354.7984626968,2501812.7705312967,1321.04
-1020354.7984626968,2501812.7705312967,1411.35
-1015354.7984626968,2501812.7705312967,1411.35
-1010354.7984626968,2501812.7705312967,1458.81
-1005354.7984626968,2501812.7705312967,1458.81
-1000354.7984626968,2501812.7705312967,1333.94
-995354.7984626968,2501812.7705312967,1333.94
-990354.7984626968,2501812.7705312967,1281.56
-985354.7984626968,2501812.7705312967,1281.56
-980354.7984626968,2501812.7705312967,1272.26
-975354.7984626968,2501812.7705312967,1272.26
-970354.7984626968,2501812.7705312967,1211.37
-965354.7984626968,2501812.7705312967,1211.37
-960354.7984626968,2501812.7705312967,1511.12
-955354.7984626968,2501812.7705312967,1511.12
-950354.7984626968,2501812.7705312967,1733.72
-945354.7984626968,2501812.7705312967,1733.72
-940354.7984626968,2501812.7705312967,2473.92
-935354.7984626968,2501812.7705312967,2473.92
-1185354.7984626968,2496812.7705312967,2349.84
-1180354.7984626968,2496812.7705312967,2309.53
-1175354.7984626968,2496812.7705312967,2309.53
-1170354.7984626968,2496812.7705312967,2320.17
-1165354.7984626968,2496812.7705312967,2320.17
-1160354.7984626968,2496812.7705312967,2468.21
-1155354.7984626968,2496812.7705312967,2468.21
-1150354.7984626968,2496812.7705312967,2455.89
-1145354.7984626968,2496812.7705312967,2455.89
-1140354.7984626968,2496812.7705312967,2502.15
-1135354.7984626968,2496812.7705312967,2502.15
-1130354.7984626968,2496812.7705312967,2556.47
-1125354.7984626968,2496812.7705312967,2556.47
-1120354.7984626968,2496812.7705312967,2587.71
-1115354.7984626968,2496812.7705312967,2587.71
-1110354.7984626968,2496812.7705312967,2607.46
-1105354.7984626968,2496812.7705312967,2607.46
-1100354.7984626968,2496812.7705312967,2777.05
-1095354.7984626968,2496812.7705312967,2777.05
-1090354.7984626968,2496812.7705312967,2748.25
-1085354.7984626968,2496812.7705312967,2748.25
-1080354.7984626968,2496812.7705312967,2461.69
-1075354.7984626968,2496812.7705312967,2461.69
-1070354.7984626968,2496812.7705312967,2388.67
-1065354.7984626968,2496812.7705312967,2388.67
-1060354.7984626968,2496812.7705312967,2238.17
-1055354.7984626968,2496812.7705312967,2238.17
-1050354.7984626968,2496812.7705312967,1692.56
-1045354.7984626968,2496812.7705312967,1692.56
-1040354.7984626968,2496812.7705312967,1493.08
-1035354.7984626968,2496812.7705312967,1493.08
-1030354.7984626968,2496812.7705312967,1432.9
-1025354.7984626968,2496812.7705312967,1432.9
-1020354.7984626968,2496812.7705312967,1442.09
-1015354.7984626968,2496812.7705312967,1442.09
-1010354.7984626968,2496812.7705312967,1400.06
-1005354.7984626968,2496812.7705312967,1400.06
-1000354.7984626968,2496812.7705312967,1308.81
-995354.7984626968,2496812.7705312967,1308.81
-990354.7984626968,2496812.7705312967,1245.08
-985354.7984626968,2496812.7705312967,1245.08
-980354.7984626968,2496812.7705312967,1215.79
-975354.7984626968,2496812.7705312967,1215.79
-970354.7984626968,2496812.7705312967,1193.27
-965354.7984626968,2496812.7705312967,1193.27
-960354.7984626968,2496812.7705312967,1369.03
-955354.7984626968,2496812.7705312967,1369.03
-950354.7984626968,2496812.7705312967,2054.04
-945354.7984626968,2496812.7705312967,2054.04
-940354.7984626968,2496812.7705312967,2566.6
-935354.7984626968,2496812.7705312967,2566.6
-930354.7984626968,2496812.7705312967,2441.26
-925354.7984626968,2496812.7705312967,2441.26
-920354.7984626968,2496812.7705312967,2099.79
-915354.7984626968,2496812.7705312967,2099.79
-910354.7984626968,2496812.7705312967,1869.56
-905354.7984626968,2496812.7705312967,1869.56
-900354.7984626968,2496812.7705312967,1477.92
-895354.7984626968,2496812.7705312967,1477.92
-890354.7984626968,2496812.7705312967,1276.71
-885354.7984626968,2496812.7705312967,1276.71
-880354.7984626968,2496812.7705312967,1267.13
-875354.7984626968,2496812.7705312967,1267.13
-870354.7984626968,2496812.7705312967,1226.62
-865354.7984626968,2496812.7705312967,1226.62
-860354.7984626968,2496812.7705312967,1123.37
-1190354.7984626968,2491812.7705312967,2349.84
-1185354.7984626968,2491812.7705312967,2349.84
-1180354.7984626968,2491812.7705312967,2309.53
-1175354.7984626968,2491812.7705312967,2309.53
-1170354.7984626968,2491812.7705312967,2320.17
-1165354.7984626968,2491812.7705312967,2320.17
-1160354.7984626968,2491812.7705312967,2468.21
-1155354.7984626968,2491812.7705312967,2468.21
-1150354.7984626968,2491812.7705312967,2455.89
-1145354.7984626968,2491812.7705312967,2455.89
-1140354.7984626968,2491812.7705312967,2502.15
-1135354.7984626968,2491812.7705312967,2502.15
-1130354.7984626968,2491812.7705312967,2556.47
-1125354.7984626968,2491812.7705312967,2556.47
-1120354.7984626968,2491812.7705312967,2587.71
-1115354.7984626968,2491812.7705312967,2587.71
-1110354.7984626968,2491812.7705312967,2607.46
-1105354.7984626968,2491812.7705312967,2607.46
-1100354.7984626968,2491812.7705312967,2777.05
-1095354.7984626968,2491812.7705312967,2777.05
-1090354.7984626968,2491812.7705312967,2748.25
-1085354.7984626968,2491812.7705312967,2748.25
-1080354.7984626968,2491812.7705312967,2461.69
-1075354.7984626968,2491812.7705312967,2461.69
-1070354.7984626968,2491812.7705312967,2388.67
-1065354.7984626968,2491812.7705312967,2388.67
-1060354.7984626968,2491812.7705312967,2238.17
-1055354.7984626968,2491812.7705312967,2238.17
-1050354.7984626968,2491812.7705312967,1692.56
-1045354.7984626968,2491812.7705312967,1692.56
-1040354.7984626968,2491812.7705312967,1493.08
-1035354.7984626968,2491812.7705312967,1493.08
-1030354.7984626968,2491812.7705312967,1432.9
-1025354.7984626968,2491812.7705312967,1432.9
-1020354.7984626968,2491812.7705312967,1442.09
-1015354.7984626968,2491812.7705312967,1442.09
-1010354.7984626968,2491812.7705312967,1400.06
-1005354.7984626968,2491812.7705312967,1400.06
-1000354.7984626968,2491812.7705312967,1308.81
-995354.7984626968,2491812.7705312967,1308.81
-990354.7984626968,2491812.7705312967,1245.08
-985354.7984626968,2491812.7705312967,1245.08
-980354.7984626968,2491812.7705312967,1215.79
-975354.7984626968,2491812.7705312967,1215.79
-970354.7984626968,2491812.7705312967,1193.27
-965354.7984626968,2491812.7705312967,1193.27
-960354.7984626968,2491812.7705312967,1369.03
-955354.7984626968,2491812.7705312967,1369.03
-950354.7984626968,2491812.7705312967,2054.04
-945354.7984626968,2491812.7705312967,2054.04
-940354.7984626968,2491812.7705312967,2566.6
-935354.7984626968,2491812.7705312967,2566.6
-930354.7984626968,2491812.7705312967,2441.26
-925354.7984626968,2491812.7705312967,2441.26
-920354.7984626968,2491812.7705312967,2099.79
-915354.7984626968,2491812.7705312967,2099.79
-910354.7984626968,2491812.7705312967,1869.56
-905354.7984626968,2491812.7705312967,1869.56
-900354.7984626968,2491812.7705312967,1477.92
-895354.7984626968,2491812.7705312967,1477.92
-890354.7984626968,2491812.7705312967,1276.71
-885354.7984626968,2491812.7705312967,1276.71
-880354.7984626968,2491812.7705312967,1267.13
-875354.7984626968,2491812.7705312967,1267.13
-870354.7984626968,2491812.7705312967,1226.62
-865354.7984626968,2491812.7705312967,1226.62
-860354.7984626968,2491812.7705312967,1123.37
-855354.7984626968,2491812.7705312967,1123.37
-850354.7984626968,2491812.7705312967,1153.94
-845354.7984626968,2491812.7705312967,1153.94
-840354.7984626968,2491812.7705312967,1226.89
-835354.7984626968,2491812.7705312967,1226.89
-830354.7984626968,2491812.7705312967,1178.42
-825354.7984626968,2491812.7705312967,1178.42
-820354.7984626968,2491812.7705312967,1183.65
-815354.7984626968,2491812.7705312967,1183.65
-1190354.7984626968,2486812.7705312967,2534.56
-1185354.7984626968,2486812.7705312967,2534.56
-1180354.7984626968,2486812.7705312967,2362.54
-1175354.7984626968,2486812.7705312967,2362.54
-1170354.7984626968,2486812.7705312967,2423.05
-1165354.7984626968,2486812.7705312967,2423.05
-1160354.7984626968,2486812.7705312967,2504.37
-1155354.7984626968,2486812.7705312967,2504.37
-1150354.7984626968,2486812.7705312967,2487.1
-1145354.7984626968,2486812.7705312967,2487.1
-1140354.7984626968,2486812.7705312967,2434.16
-1135354.7984626968,2486812.7705312967,2434.16
-1130354.7984626968,2486812.7705312967,2515.12
-1125354.7984626968,2486812.7705312967,2515.12
-1120354.7984626968,2486812.7705312967,2692.89
-1115354.7984626968,2486812.7705312967,2692.89
-1110354.7984626968,2486812.7705312967,2660.15
-1105354.7984626968,2486812.7705312967,2660.15
-1100354.7984626968,2486812.7705312967,2801.11
-1095354.7984626968,2486812.7705312967,2801.11
-1090354.7984626968,2486812.7705312967,2843.37
-1085354.7984626968,2486812.7705312967,2843.37
-1080354.7984626968,2486812.7705312967,2750.52
-1075354.7984626968,2486812.7705312967,2750.52
-1070354.7984626968,2486812.7705312967,2615.52
-1065354.7984626968,2486812.7705312967,2615.52
-1060354.7984626968,2486812.7705312967,2424.43
-1055354.7984626968,2486812.7705312967,2424.43
-1050354.7984626968,2486812.7705312967,1880.78
-1045354.7984626968,2486812.7705312967,1880.78
-1040354.7984626968,2486812.7705312967,1728.3
-1035354.7984626968,2486812.7705312967,1728.3
-1030354.7984626968,2486812.7705312967,1526.5
-1025354.7984626968,2486812.7705312967,1526.5
-1020354.7984626968,2486812.7705312967,1430.77
-1015354.7984626968,2486812.7705312967,1430.77
-1010354.7984626968,2486812.7705312967,1342.79
-1005354.7984626968,2486812.7705312967,1342.79
-1000354.7984626968,2486812.7705312967,1300.0
-995354.7984626968,2486812.7705312967,1300.0
-990354.7984626968,2486812.7705312967,1267.69
-985354.7984626968,2486812.7705312967,1267.69
-980354.7984626968,2486812.7705312967,1265.63
-975354.7984626968,2486812.7705312967,1265.63
-970354.7984626968,2486812.7705312967,1237.26
-965354.7984626968,2486812.7705312967,1237.26
-960354.7984626968,2486812.7705312967,1249.52
-955354.7984626968,2486812.7705312967,1249.52
-950354.7984626968,2486812.7705312967,1906.37
-945354.7984626968,2486812.7705312967,1906.37
-940354.7984626968,2486812.7705312967,2560.59
-935354.7984626968,2486812.7705312967,2560.59
-930354.7984626968,2486812.7705312967,2665.67
-925354.7984626968,2486812.7705312967,2665.67
-920354.7984626968,2486812.7705312967,2439.59
-915354.7984626968,2486812.7705312967,2439.59
-910354.7984626968,2486812.7705312967,2276.43
-905354.7984626968,2486812.7705312967,2276.43
-900354.7984626968,2486812.7705312967,1807.85
-895354.7984626968,2486812.7705312967,1807.85
-890354.7984626968,2486812.7705312967,1323.89
-885354.7984626968,2486812.7705312967,1323.89
-880354.7984626968,2486812.7705312967,1238.11
-875354.7984626968,2486812.7705312967,1238.11
-870354.7984626968,2486812.7705312967,1173.66
-865354.7984626968,2486812.7705312967,1173.66
-860354.7984626968,2486812.7705312967,1138.99
-855354.7984626968,2486812.7705312967,1138.99
-850354.7984626968,2486812.7705312967,1215.34
-845354.7984626968,2486812.7705312967,1215.34
-840354.7984626968,2486812.7705312967,1238.32
-835354.7984626968,2486812.7705312967,1238.32
-830354.7984626968,2486812.7705312967,1218.78
-825354.7984626968,2486812.7705312967,1218.78
-820354.7984626968,2486812.7705312967,1207.41
-815354.7984626968,2486812.7705312967,1207.41
-810354.7984626968,2486812.7705312967,1229.81
-805354.7984626968,2486812.7705312967,1229.81
-800354.7984626968,2486812.7705312967,1191.35
-795354.7984626968,2486812.7705312967,1191.35
-790354.7984626968,2486812.7705312967,1128.27
-785354.7984626968,2486812.7705312967,1128.27
-780354.7984626968,2486812.7705312967,1147.42
-775354.7984626968,2486812.7705312967,1147.42
-770354.7984626968,2486812.7705312967,1209.44
-765354.7984626968,2486812.7705312967,1209.44
-1190354.7984626968,2481812.7705312967,2534.56
-1185354.7984626968,2481812.7705312967,2534.56
-1180354.7984626968,2481812.7705312967,2362.54
-1175354.7984626968,2481812.7705312967,2362.54
-1170354.7984626968,2481812.7705312967,2423.05
-1165354.7984626968,2481812.7705312967,2423.05
-1160354.7984626968,2481812.7705312967,2504.37
-1155354.7984626968,2481812.7705312967,2504.37
-1150354.7984626968,2481812.7705312967,2487.1
-1145354.7984626968,2481812.7705312967,2487.1
-1140354.7984626968,2481812.7705312967,2434.16
-1135354.7984626968,2481812.7705312967,2434.16
-1130354.7984626968,2481812.7705312967,2515.12
-1125354.7984626968,2481812.7705312967,2515.12
-1120354.7984626968,2481812.7705312967,2692.89
-1115354.7984626968,2481812.7705312967,2692.89
-1110354.7984626968,2481812.7705312967,2660.15
-1105354.7984626968,2481812.7705312967,2660.15
-1100354.7984626968,2481812.7705312967,2801.11
-1095354.7984626968,2481812.7705312967,2801.11
-1090354.7984626968,2481812.7705312967,2843.37
-1085354.7984626968,2481812.7705312967,2843.37
-1080354.7984626968,2481812.7705312967,2750.52
-1075354.7984626968,2481812.7705312967,2750.52
-1070354.7984626968,2481812.7705312967,2615.52
-1065354.7984626968,2481812.7705312967,2615.52
-1060354.7984626968,2481812.7705312967,2424.43
-1055354.7984626968,2481812.7705312967,2424.43
-1050354.7984626968,2481812.7705312967,1880.78
-1045354.7984626968,2481812.7705312967,1880.78
-1040354.7984626968,2481812.7705312967,1728.3
-1035354.7984626968,2481812.7705312967,1728.3
-1030354.7984626968,2481812.7705312967,1526.5
-1025354.7984626968,2481812.7705312967,1526.5
-1020354.7984626968,2481812.7705312967,1430.77
-1015354.7984626968,2481812.7705312967,1430.77
-1010354.7984626968,2481812.7705312967,1342.79
-1005354.7984626968,2481812.7705312967,1342.79
-1000354.7984626968,2481812.7705312967,1300.0
-995354.7984626968,2481812.7705312967,1300.0
-990354.7984626968,2481812.7705312967,1267.69
-985354.7984626968,2481812.7705312967,1267.69
-980354.7984626968,2481812.7705312967,1265.63
-975354.7984626968,2481812.7705312967,1265.63
-970354.7984626968,2481812.7705312967,1237.26
-965354.7984626968,2481812.7705312967,1237.26
-960354.7984626968,2481812.7705312967,1249.52
-955354.7984626968,2481812.7705312967,1249.52
-950354.7984626968,2481812.7705312967,1906.37
-945354.7984626968,2481812.7705312967,1906.37
-940354.7984626968,2481812.7705312967,2560.59
-935354.7984626968,2481812.7705312967,2560.59
-930354.7984626968,2481812.7705312967,2665.67
-925354.7984626968,2481812.7705312967,2665.67
-920354.7984626968,2481812.7705312967,2439.59
-915354.7984626968,2481812.7705312967,2439.59
-910354.7984626968,2481812.7705312967,2276.43
-905354.7984626968,2481812.7705312967,2276.43
-900354.7984626968,2481812.7705312967,1807.85
-895354.7984626968,2481812.7705312967,1807.85
-890354.7984626968,2481812.7705312967,1323.89
-885354.7984626968,2481812.7705312967,1323.89
-880354.7984626968,2481812.7705312967,1238.11
-875354.7984626968,2481812.7705312967,1238.11
-870354.7984626968,2481812.7705312967,1173.66
-865354.7984626968,2481812.7705312967,1173.66
-860354.7984626968,2481812.7705312967,1138.99
-855354.7984626968,2481812.7705312967,1138.99
-850354.7984626968,2481812.7705312967,1215.34
-845354.7984626968,2481812.7705312967,1215.34
-840354.7984626968,2481812.7705312967,1238.32
-835354.7984626968,2481812.7705312967,1238.32
-830354.7984626968,2481812.7705312967,1218.78
-825354.7984626968,2481812.7705312967,1218.78
-820354.7984626968,2481812.7705312967,1207.41
-815354.7984626968,2481812.7705312967,1207.41
-810354.7984626968,2481812.7705312967,1229.81
-805354.7984626968,2481812.7705312967,1229.81
-800354.7984626968,2481812.7705312967,1191.35
-795354.7984626968,2481812.7705312967,1191.35
-790354.7984626968,2481812.7705312967,1128.27
-785354.7984626968,2481812.7705312967,1128.27
-780354.7984626968,2481812.7705312967,1147.42
-775354.7984626968,2481812.7705312967,1147.42
-770354.7984626968,2481812.7705312967,1209.44
-765354.7984626968,2481812.7705312967,1209.44
-760354.7984626968,2481812.7705312967,1216.31
-755354.7984626968,2481812.7705312967,1216.31
-750354.7984626968,2481812.7705312967,1147.9
-745354.7984626968,2481812.7705312967,1147.9
-740354.7984626968,2481812.7705312967,1082.92
-735354.7984626968,2481812.7705312967,1082.92
-730354.7984626968,2481812.7705312967,1138.22
-725354.7984626968,2481812.7705312967,1138.22
-720354.7984626968,2481812.7705312967,1223.15
-715354.7984626968,2481812.7705312967,1223.15
-710354.7984626968,2481812.7705312967,1195.14
-1190354.7984626968,2476812.7705312967,2570.95
-1185354.7984626968,2476812.7705312967,2570.95
-1180354.7984626968,2476812.7705312967,2462.72
-1175354.7984626968,2476812.7705312967,2462.72
-1170354.7984626968,2476812.7705312967,2484.28
-1165354.7984626968,2476812.7705312967,2484.28
-1160354.7984626968,2476812.7705312967,2486.21
-1155354.7984626968,2476812.7705312967,2486.21
-1150354.7984626968,2476812.7705312967,2436.93
-1145354.7984626968,2476812.7705312967,2436.93
-1140354.7984626968,2476812.7705312967,2371.74
-1135354.7984626968,2476812.7705312967,2371.74
-1130354.7984626968,2476812.7705312967,2547.49
-1125354.7984626968,2476812.7705312967,2547.49
-1120354.7984626968,2476812.7705312967,2716.73
-1115354.7984626968,2476812.7705312967,2716.73
-1110354.7984626968,2476812.7705312967,2545.26
-1105354.7984626968,2476812.7705312967,2545.26
-1100354.7984626968,2476812.7705312967,2611.61
-1095354.7984626968,2476812.7705312967,2611.61
-1090354.7984626968,2476812.7705312967,2587.3
-1085354.7984626968,2476812.7705312967,2587.3
-1080354.7984626968,2476812.7705312967,2689.25
-1075354.7984626968,2476812.7705312967,2689.25
-1070354.7984626968,2476812.7705312967,2663.57
